0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.1596;0.3192;0.4789;0.6385;0.7981;0.9577;1.117;1.277;1.436;1.595;1.755;1.914;2.072;2.231;2.388;2.546;2.703;2.859;3.014;3.168;3.32;3.472;3.621;3.769;3.915;4.059;4.2;4.338;4.473;4.604;4.732;4.855;4.974;5.089;5.198;5.302;5.4;5.492;5.578;5.657;5.729;5.793;5.85;5.9;5.941;5.975;6;6.017;6.025;6.025;6.017;6;5.975;5.941;5.9;5.85;5.793;5.729;5.657;5.578;5.492;5.4;5.302;5.198;5.089;4.974;4.855;4.732;4.604;4.473;4.338;4.2;4.059;3.915;3.769;3.621;3.472;3.32;3.168;3.014;2.859;2.703;2.546;2.388;2.231;2.072;1.914;1.755;1.595;1.436;1.277;1.117;0.9577;0.7981;0.6385;0.4789;0.3192;0.1596;0
0;0.3192;0.6385;0.9578;1.277;1.596;1.915;2.235;2.554;2.872;3.191;3.509;3.827;4.145;4.462;4.777;5.092;5.406;5.718;6.028;6.336;6.642;6.945;7.245;7.541;7.833;8.12;8.402;8.678;8.949;9.212;9.467;9.715;9.953;10.18;10.4;10.61;10.81;10.99;11.16;11.32;11.46;11.59;11.71;11.81;11.89;11.96;12.01;12.04;12.06;12.06;12.04;12.01;11.96;11.89;11.81;11.71;11.59;11.46;11.32;11.16;10.99;10.81;10.61;10.4;10.18;9.953;9.715;9.467;9.212;8.949;8.678;8.402;8.12;7.833;7.541;7.245;6.945;6.642;6.336;6.028;5.718;5.406;5.092;4.777;4.462;4.145;3.827;3.509;3.191;2.872;2.554;2.235;1.915;1.596;1.277;0.9578;0.6385;0.3192;0
0;0.4789;0.9578;1.437;1.916;2.394;2.873;3.352;3.831;4.309;4.787;5.265;5.742;6.218;6.693;7.167;7.64;8.111;8.579;9.045;9.508;9.967;10.42;10.87;11.32;11.75;12.19;12.61;13.03;13.43;13.83;14.21;14.58;14.94;15.29;15.62;15.93;16.22;16.5;16.76;17;17.21;17.41;17.58;17.73;17.86;17.96;18.03;18.08;18.11;18.11;18.08;18.03;17.96;17.86;17.73;17.58;17.41;17.21;17;16.76;16.5;16.22;15.93;15.62;15.29;14.94;14.58;14.21;13.83;13.43;13.03;12.61;12.19;11.75;11.32;10.87;10.42;9.967;9.508;9.045;8.579;8.111;7.64;7.167;6.693;6.218;5.742;5.265;4.787;4.309;3.831;3.352;2.873;2.394;1.916;1.437;0.9578;0.4789;0
0;0.6385;1.277;1.916;2.554;3.193;3.831;4.469;5.108;5.746;6.383;7.02;7.657;8.292;8.926;9.559;10.19;10.82;11.44;12.06;12.68;13.3;13.9;14.5;15.1;15.68;16.26;16.83;17.38;17.92;18.45;18.97;19.47;19.94;20.41;20.85;21.27;21.66;22.03;22.38;22.7;22.99;23.25;23.48;23.68;23.85;23.98;24.08;24.15;24.19;24.19;24.15;24.08;23.98;23.85;23.68;23.48;23.25;22.99;22.7;22.38;22.03;21.66;21.27;20.85;20.41;19.94;19.47;18.97;18.45;17.92;17.38;16.83;16.26;15.68;15.1;14.5;13.9;13.3;12.68;12.06;11.44;10.82;10.19;9.559;8.926;8.292;7.657;7.02;6.383;5.746;5.108;4.469;3.831;3.193;2.554;1.916;1.277;0.6385;0
0;0.7981;1.596;2.394;3.193;3.991;4.789;5.587;6.385;7.183;7.98;8.777;9.573;10.37;11.16;11.95;12.74;13.53;14.31;15.09;15.86;16.63;17.39;18.14;18.89;19.62;20.34;21.05;21.75;22.43;23.1;23.74;24.36;24.97;25.55;26.1;26.62;27.12;27.59;28.02;28.42;28.79;29.12;29.41;29.66;29.87;30.04;30.17;30.25;30.3;30.3;30.25;30.17;30.04;29.87;29.66;29.41;29.12;28.79;28.42;28.02;27.59;27.12;26.62;26.1;25.55;24.97;24.36;23.74;23.1;22.43;21.75;21.05;20.34;19.62;18.89;18.14;17.39;16.63;15.86;15.09;14.31;13.53;12.74;11.95;11.16;10.37;9.573;8.777;7.98;7.183;6.385;5.587;4.789;3.991;3.193;2.394;1.596;0.7981;0
0;0.9577;1.915;2.873;3.831;4.789;5.747;6.705;7.663;8.62;9.578;10.53;11.49;12.44;13.4;14.35;15.3;16.24;17.18;18.12;19.05;19.97;20.89;21.79;22.69;23.57;24.44;25.3;26.14;26.96;27.76;28.53;29.29;30.01;30.71;31.38;32.01;32.61;33.18;33.7;34.19;34.63;35.02;35.37;35.68;35.93;36.14;36.29;36.4;36.45;36.45;36.4;36.29;36.14;35.93;35.68;35.37;35.02;34.63;34.19;33.7;33.18;32.61;32.01;31.38;30.71;30.01;29.29;28.53;27.76;26.96;26.14;25.3;24.44;23.57;22.69;21.79;20.89;19.97;19.05;18.12;17.18;16.24;15.3;14.35;13.4;12.44;11.49;10.53;9.578;8.62;7.663;6.705;5.747;4.789;3.831;2.873;1.915;0.9577;0
0;1.117;2.235;3.352;4.469;5.587;6.705;7.823;8.941;10.06;11.18;12.29;13.41;14.52;15.64;16.75;17.85;18.96;20.06;21.15;22.24;23.32;24.39;25.45;26.5;27.53;28.55;29.56;30.54;31.5;32.44;33.35;34.23;35.09;35.91;36.69;37.44;38.14;38.8;39.42;39.99;40.51;40.98;41.39;41.75;42.05;42.29;42.47;42.59;42.66;42.66;42.59;42.47;42.29;42.05;41.75;41.39;40.98;40.51;39.99;39.42;38.8;38.14;37.44;36.69;35.91;35.09;34.23;33.35;32.44;31.5;30.54;29.56;28.55;27.53;26.5;25.45;24.39;23.32;22.24;21.15;20.06;18.96;17.85;16.75;15.64;14.52;13.41;12.29;11.18;10.06;8.941;7.823;6.705;5.587;4.469;3.352;2.235;1.117;0
0;1.277;2.554;3.831;5.108;6.385;7.663;8.941;10.22;11.5;12.77;14.05;15.33;16.6;17.88;19.15;20.42;21.68;22.94;24.19;25.44;26.68;27.91;29.12;30.32;31.51;32.68;33.83;34.96;36.07;37.15;38.2;39.21;40.19;41.14;42.04;42.9;43.71;44.48;45.19;45.85;46.44;46.98;47.46;47.87;48.22;48.5;48.71;48.85;48.92;48.92;48.85;48.71;48.5;48.22;47.87;47.46;46.98;46.44;45.85;45.19;44.48;43.71;42.9;42.04;41.14;40.19;39.21;38.2;37.15;36.07;34.96;33.83;32.68;31.51;30.32;29.12;27.91;26.68;25.44;24.19;22.94;21.68;20.42;19.15;17.88;16.6;15.33;14.05;12.77;11.5;10.22;8.941;7.663;6.385;5.108;3.831;2.554;1.277;0
0;1.436;2.872;4.309;5.746;7.183;8.62;10.06;11.5;12.94;14.37;15.81;17.25;18.69;20.12;21.55;22.98;24.41;25.83;27.24;28.65;30.04;31.43;32.81;34.16;35.51;36.83;38.13;39.41;40.66;41.88;43.07;44.23;45.34;46.41;47.44;48.41;49.33;50.2;51.01;51.76;52.44;53.05;53.6;54.07;54.46;54.78;55.02;55.18;55.26;55.26;55.18;55.02;54.78;54.46;54.07;53.6;53.05;52.44;51.76;51.01;50.2;49.33;48.41;47.44;46.41;45.34;44.23;43.07;41.88;40.66;39.41;38.13;36.83;35.51;34.16;32.81;31.43;30.04;28.65;27.24;25.83;24.41;22.98;21.55;20.12;18.69;17.25;15.81;14.37;12.94;11.5;10.06;8.62;7.183;5.746;4.309;2.872;1.436;0
0;1.595;3.191;4.787;6.383;7.98;9.578;11.18;12.77;14.37;15.97;17.57;19.17;20.77;22.37;23.96;25.55;27.14;28.72;30.3;31.86;33.42;34.97;36.5;38.02;39.52;41;42.46;43.89;45.29;46.65;47.99;49.28;50.53;51.73;52.88;53.97;55.01;55.99;56.9;57.74;58.5;59.19;59.8;60.33;60.78;61.14;61.41;61.59;61.68;61.68;61.59;61.41;61.14;60.78;60.33;59.8;59.19;58.5;57.74;56.9;55.99;55.01;53.97;52.88;51.73;50.53;49.28;47.99;46.65;45.29;43.89;42.46;41;39.52;38.02;36.5;34.97;33.42;31.86;30.3;28.72;27.14;25.55;23.96;22.37;20.77;19.17;17.57;15.97;14.37;12.77;11.18;9.578;7.98;6.383;4.787;3.191;1.595;0
0;1.755;3.509;5.265;7.02;8.777;10.53;12.29;14.05;15.81;17.57;19.33;21.09;22.85;24.61;26.37;28.13;29.88;31.62;33.36;35.09;36.81;38.52;40.22;41.9;43.56;45.19;46.81;48.39;49.94;51.46;52.94;54.37;55.76;57.1;58.38;59.6;60.75;61.84;62.85;63.79;64.64;65.41;66.09;66.68;67.18;67.58;67.88;68.08;68.19;68.19;68.08;67.88;67.58;67.18;66.68;66.09;65.41;64.64;63.79;62.85;61.84;60.75;59.6;58.38;57.1;55.76;54.37;52.94;51.46;49.94;48.39;46.81;45.19;43.56;41.9;40.22;38.52;36.81;35.09;33.36;31.62;29.88;28.13;26.37;24.61;22.85;21.09;19.33;17.57;15.81;14.05;12.29;10.53;8.777;7.02;5.265;3.509;1.755;0
0;1.914;3.827;5.742;7.657;9.573;11.49;13.41;15.33;17.25;19.17;21.09;23.02;24.94;26.86;28.78;30.7;32.62;34.53;36.43;38.33;40.21;42.09;43.95;45.79;47.61;49.41;51.19;52.93;54.64;56.31;57.94;59.52;61.05;62.52;63.93;65.28;66.56;67.76;68.88;69.92;70.86;71.72;72.47;73.13;73.68;74.12;74.46;74.68;74.8;74.8;74.68;74.46;74.12;73.68;73.13;72.47;71.72;70.86;69.92;68.88;67.76;66.56;65.28;63.93;62.52;61.05;59.52;57.94;56.31;54.64;52.93;51.19;49.41;47.61;45.79;43.95;42.09;40.21;38.33;36.43;34.53;32.62;30.7;28.78;26.86;24.94;23.02;21.09;19.17;17.25;15.33;13.41;11.49;9.573;7.657;5.742;3.827;1.914;0
0;2.072;4.145;6.218;8.292;10.37;12.44;14.52;16.6;18.69;20.77;22.85;24.94;27.03;29.11;31.2;33.28;35.36;37.44;39.51;41.57;43.63;45.67;47.7;49.7;51.69;53.66;55.59;57.5;59.37;61.19;62.98;64.71;66.39;68.01;69.56;71.04;72.44;73.76;75;76.14;77.18;78.12;78.96;79.68;80.29;80.78;81.15;81.39;81.52;81.52;81.39;81.15;80.78;80.29;79.68;78.96;78.12;77.18;76.14;75;73.76;72.44;71.04;69.56;68.01;66.39;64.71;62.98;61.19;59.37;57.5;55.59;53.66;51.69;49.7;47.7;45.67;43.63;41.57;39.51;37.44;35.36;33.28;31.2;29.11;27.03;24.94;22.85;20.77;18.69;16.6;14.52;12.44;10.37;8.292;6.218;4.145;2.072;0
0;2.231;4.462;6.693;8.926;11.16;13.4;15.64;17.88;20.12;22.37;24.61;26.86;29.11;31.36;33.62;35.87;38.12;40.36;42.6;44.83;47.05;49.26;51.46;53.64;55.8;57.93;60.03;62.1;64.14;66.13;68.07;69.96;71.79;73.56;75.25;76.87;78.41;79.86;81.21;82.46;83.6;84.64;85.55;86.34;87.01;87.55;87.96;88.23;88.37;88.37;88.23;87.96;87.55;87.01;86.34;85.55;84.64;83.6;82.46;81.21;79.86;78.41;76.87;75.25;73.56;71.79;69.96;68.07;66.13;64.14;62.1;60.03;57.93;55.8;53.64;51.46;49.26;47.05;44.83;42.6;40.36;38.12;35.87;33.62;31.36;29.11;26.86;24.61;22.37;20.12;17.88;15.64;13.4;11.16;8.926;6.693;4.462;2.231;0
0;2.388;4.777;7.167;9.559;11.95;14.35;16.75;19.15;21.55;23.96;26.37;28.78;31.2;33.62;36.03;38.45;40.87;43.28;45.69;48.1;50.49;52.87;55.24;57.59;59.92;62.23;64.51;66.75;68.95;71.11;73.22;75.27;77.26;79.18;81.03;82.79;84.46;86.04;87.52;88.88;90.14;91.26;92.27;93.13;93.87;94.46;94.9;95.2;95.35;95.35;95.2;94.9;94.46;93.87;93.13;92.27;91.26;90.14;88.88;87.52;86.04;84.46;82.79;81.03;79.18;77.26;75.27;73.22;71.11;68.95;66.75;64.51;62.23;59.92;57.59;55.24;52.87;50.49;48.1;45.69;43.28;40.87;38.45;36.03;33.62;31.2;28.78;26.37;23.96;21.55;19.15;16.75;14.35;11.95;9.559;7.167;4.777;2.388;0
0;2.546;5.092;7.64;10.19;12.74;15.3;17.85;20.42;22.98;25.55;28.13;30.7;33.28;35.87;38.45;41.04;43.63;46.21;48.79;51.37;53.94;56.5;59.04;61.57;64.08;66.56;69.01;71.43;73.81;76.14;78.42;80.64;82.79;84.88;86.88;88.79;90.61;92.33;93.94;95.43;96.79;98.02;99.11;100.1;100.9;101.5;102;102.3;102.5;102.5;102.3;102;101.5;100.9;100.1;99.11;98.02;96.79;95.43;93.94;92.33;90.61;88.79;86.88;84.88;82.79;80.64;78.42;76.14;73.81;71.43;69.01;66.56;64.08;61.57;59.04;56.5;53.94;51.37;48.79;46.21;43.63;41.04;38.45;35.87;33.28;30.7;28.13;25.55;22.98;20.42;17.85;15.3;12.74;10.19;7.64;5.092;2.546;0
0;2.703;5.406;8.111;10.82;13.53;16.24;18.96;21.68;24.41;27.14;29.88;32.62;35.36;38.12;40.87;43.63;46.38;49.14;51.9;54.65;57.4;60.14;62.86;65.57;68.26;70.92;73.55;76.15;78.71;81.22;83.68;86.08;88.4;90.65;92.82;94.9;96.87;98.73;100.5;102.1;103.6;104.9;106.1;107.1;108;108.7;109.2;109.6;109.8;109.8;109.6;109.2;108.7;108;107.1;106.1;104.9;103.6;102.1;100.5;98.73;96.87;94.9;92.82;90.65;88.4;86.08;83.68;81.22;78.71;76.15;73.55;70.92;68.26;65.57;62.86;60.14;57.4;54.65;51.9;49.14;46.38;43.63;40.87;38.12;35.36;32.62;29.88;27.14;24.41;21.68;18.96;16.24;13.53;10.82;8.111;5.406;2.703;0
